iter	RMSE
404	50.87567886
405	50.82976209
406	50.81924528
407	50.63422781
408	50.59792732
409	50.55258494
410	50.53984003
411	50.52801766
412	50.34387099
413	50.29771477
414	50.28599183
415	50.27416589
416	50.22991102
417	50.21755369
418	50.03587433
419	49.85325759
420	49.83371482
421	49.75780278
422	49.57900037
423	49.53524866
424	49.35790599
425	49.32021685
426	49.14410878
427	49.1016121
428	48.96350392
429	48.95352488
430	48.9421525
431	48.90055714
432	48.7138626
433	48.70263373
434	48.62799981
435	48.45223329
436	48.28384842
437	48.11481723
438	48.10359929
439	47.93608054
440	47.92490029
441	47.75911415
442	47.74777321
443	47.73778185
444	47.69034547
445	47.60676944
446	47.56523093
447	47.49296409
448	47.32851637
449	47.16587416
450	47.10644908
451	47.09504519
452	46.93296477
453	46.77221922
454	46.61325261
455	46.59877232
456	46.51106377
457	46.35430192
458	46.14457799
459	46.08467695
460	46.05064975
461	45.89601938
462	45.81708113
463	45.80143329
464	45.79067471
465	45.75494494
466	45.74431291
467	45.62720192
468	45.47528158
469	45.37946384
470	45.34428731
471	45.33381108
472	45.31918094
473	45.30808743
474	45.29720941
475	45.187624
476	45.0922817
477	45.08236299
478	45.06885387
479	45.05848134
480	44.90754763
481	44.89757545
482	44.80338764
483	44.70961297
484	44.51122026
485	44.41839823
486	44.36148056
487	44.32693156
488	44.30651052
489	44.26032219
490	44.24283414
491	44.14100022
492	44.05712384
493	43.9879599
494	43.97828758
495	43.90820525
496	43.83987216
497	43.71531037
498	43.6245813
499	43.5341255
500	43.44424735
501	43.30281237
502	43.29311878
503	43.15289332
504	43.07447413
505	42.98626051
506	42.96322161
507	42.82528162
508	42.73954897
509	42.72984851
510	42.70254496
511	42.69253011
512	42.60617312
513	42.57324778
514	42.48123234
515	42.39567623
516	42.36396586
517	42.27309081
518	42.15862971
519	42.14951598
520	42.1330722
521	42.04792498
522	41.94135985
523	41.86634408
524	41.79722868
525	41.71105208
526	41.70267857
527	41.64683422
528	41.56262491
529	41.5208154
530	41.4369002
531	41.42717055
532	41.39848539
533	41.32489384
534	41.25155998
535	41.19642678
536	41.05824272
537	41.02300297
538	40.94231872
539	40.87177869
540	40.86363388
541	40.80960542
542	40.73166005
543	40.67842923
544	40.60666236
545	40.5241356
546	40.45313038
547	40.38260066
548	40.31234643
549	40.27232443
550	40.25323826
551	40.17229955
552	40.14814498
553	40.12959439
554	40.04813612
555	40.03913234
556	40.03020423
557	40.00355677
558	39.92805769
559	39.90146085
560	39.88874352
561	39.81033321
562	39.80066311
563	39.67907453
564	39.62312706
565	39.4656411
566	39.39879668
567	39.27119041
568	39.24570133
569	39.17972977
570	39.11349603
571	39.03668227
572	38.96028045
573	38.89500492
574	38.88579845
575	38.78709854
576	38.71138271
577	38.70290349
578	38.63820824
579	38.62256707
580	38.46316891
581	38.35828677
582	38.34913603
583	38.27930676
584	38.210011
585	38.20135834
586	38.12900198
587	38.06827261
588	38.05886103
589	38.04052086
590	38.03195163
591	37.94129576
592	37.91685345
593	37.84595247
594	37.73449576
595	37.62877506
596	37.56721318
597	37.55534762
598	37.49306005
599	37.43209778
600	37.41428625
601	37.40596762
602	37.34540977
603	37.28514039
604	37.2145244
605	37.15815658
606	37.096089
607	36.99287717
608	36.94339007
609	36.92266111
610	36.91324126
611	36.86592368
612	36.80681804
613	36.74771351
614	36.68255681
615	36.63359002
616	36.52915281
617	36.49746838
618	36.48834844
619	36.40156249
620	36.34388963
621	36.25914507
622	36.20047012
623	36.18882285
624	36.08928818
625	36.03255702
626	35.97612103
627	35.88317659
628	35.7746078
629	35.71898898
630	35.66363748
631	35.61100932
632	35.59467578
633	35.53302867
634	35.45254571
635	35.35753766
636	35.34006248
637	35.33223938
638	35.26991693
639	35.21951754
640	35.15843396
641	35.15041061
642	35.07096107
643	34.99110909
644	34.93523961
645	34.87524445
646	34.81504298
647	34.80722633
648	34.79671488
649	34.73702974
650	34.71158274
651	34.62565664
652	34.56254347
653	34.50352384
654	34.42724825
655	34.37963242
656	34.33616147
657	34.28219056
658	34.22850883
659	34.20371175
660	34.151907
661	34.0939017
662	34.04272414
663	34.01965034
664	33.96227596
665	33.86381865
666	33.77483254
667	33.76724853
668	33.75964089
669	33.70318989
670	33.61418574
671	33.56045447
672	33.40319056
673	33.35709254
674	33.25961026
675	33.20467414
676	33.1560279
677	33.10034798
678	33.01546592
679	32.96570618
680	32.95555181
681	32.94636325
682	32.93636498
683	32.88843504
684	32.83547585
685	32.74289882
686	32.73581317
687	32.65242947
688	32.59965003
689	32.58202203
690	32.55327757
691	32.54343639
692	32.43170146
693	32.3329668
694	32.28700879
695	32.23531107
696	32.22718011
697	32.2190701
698	32.21187931
699	32.20384531
700	32.09324118
701	32.03642593
702	32.00910078
703	31.92959365
704	31.92167009
705	31.87067232
706	31.82004173
707	31.76973441
708	31.76277992
709	31.71945593
710	31.67496717
711	31.62511987
712	31.61874801
713	31.56952165
714	31.56182832
715	31.55501776
716	31.50959332
717	31.41937864
718	31.37063416
719	31.35934788
720	31.35254638
721	31.34586881
722	31.30272908
723	31.29499092
724	31.25006118
725	31.23166587
726	31.22452039
727	31.21815568
728	31.21189
729	31.20523968
730	31.15390909
731	31.14655005
732	31.10270723
733	31.08941598
734	31.08293671
735	30.99940487
736	30.95176834
737	30.94538329
738	30.87781591
739	30.81189894
740	30.76959053
741	30.72141354
742	30.67991036
743	30.67170706
744	30.59459569
745	30.52381268
746	30.42289491
747	30.34828063
748	30.30787957
749	30.26774542
750	30.2223227
751	30.21608215
752	30.1745068
753	30.16838788
754	30.16221696
755	30.079383
756	30.00558228
757	29.93980723
758	29.900585
759	29.89430378
760	29.85383265
761	29.80957198
762	29.74259355
763	29.73640032
764	29.66948604
765	29.63134865
766	29.59345586
767	29.58729358
768	29.58088646
769	29.57388008
770	29.50273729
771	29.48977604
772	29.39502226
773	29.38804912
774	29.31085116
775	29.26793206
776	29.22919706
777	29.17697792
778	29.17072192
779	29.1282255
780	29.08600478
781	29.08003007
782	29.07305599
783	28.98155375
784	28.91059019
785	28.86899388
786	28.86281348
787	28.82548698
788	28.81938544
789	28.78329144
790	28.74734691
791	28.73937737
792	28.65061866
793	28.63209021
794	28.62623421
795	28.62043728
796	28.57963594
797	28.53905065
798	28.53327942
799	28.49300147
800	28.4529862
801	28.44615109
802	28.44013956
803	28.43445931
804	28.39467748
805	28.35995875
806	28.35410173
807	28.34819019
808	28.34261247
809	28.27709207
810	28.1799954
811	28.14385516
812	28.08035499
813	28.07448969
814	28.0677529
815	28.0610781
816	28.04523187
817	28.03949079
818	27.95662
819	27.89048022
820	27.83112159
821	27.79559277
822	27.79017788
823	27.70180666
824	27.69641046
825	27.66243734
826	27.62429049
827	27.59907065
828	27.56585854
829	27.56018661
830	27.55156012
831	27.54327693
832	27.47348231
833	27.45700844
834	27.44436645
835	27.3899414
836	27.3844131
837	27.37892881
838	27.3734677
839	27.34079751
840	27.26324563
841	27.25371422
842	27.24240418
843	27.21462648
844	27.20978948
845	27.19741939
846	27.19255487
847	27.15544409
848	27.10242457
849	27.09714655
850	27.02945379
851	27.02424603
852	26.96312061
853	26.87248256
854	26.86341813
855	26.85696297
856	26.81561096
857	26.7636969
858	26.75833797
859	26.721088
860	26.68845865
861	26.68273681
862	26.67754049
863	26.67238378
864	26.66062241
865	26.65562383
866	26.64690541
867	26.6359829
868	26.54780369
869	26.51240753
870	26.45438806
871	26.39300208
872	26.33724277
873	26.33183327
874	26.2971051
875	26.29235276
876	26.20673041
877	26.19201172
878	26.11848246
879	26.08718378
880	26.05744098
881	26.00814781
882	26.00194578
883	25.96832581
884	25.88487236
885	25.85423099
886	25.82417751
887	25.81973408
888	25.76316281
889	25.68137549
890	25.62412559
891	25.61926027
892	25.53861332
893	25.50900221
894	25.5037796
895	25.49474649
896	25.48996208
897	25.44905628
898	25.40372159
899	25.37559184
900	25.34254244
901	25.30602874
902	25.27466494
903	25.24544596
904	25.15938181
905	25.08772524
906	25.06034266
907	25.02865543
908	24.95206049
909	24.91837474
910	24.85230673
911	24.82578879
912	24.75102356
913	24.72145222
914	24.69780859
915	24.67071112
916	24.66584974
917	24.66144325
918	24.63409255
919	24.599828
920	24.57396084
921	24.53195229
922	24.48652366
923	24.48174639
924	24.47627987
925	24.43507049
926	24.42937941
927	24.39955399
928	24.34542479
929	24.27351339
930	24.26705403
931	24.25536623
932	24.22556464
933	24.2209522
934	24.19149773
935	24.18009297
936	24.1750268
937	24.17076474
938	24.14185707
939	24.07218172
940	24.06649111
941	24.06224619
942	24.05109762
943	24.04590334
944	24.04172262
945	23.99482403
946	23.97063554
947	23.94514453
948	23.87616498
949	23.86526775
950	23.84257454
951	23.83391794
952	23.80752399
953	23.8011915
954	23.79642925
955	23.79174055
956	23.78187253
957	23.71427269
958	23.70889782
959	23.69972678
960	23.6720935
961	23.62058195
962	23.59050931
963	23.58652893
964	23.56345926
965	23.50204404
966	23.44930377
967	23.4128654
968	23.38963448
969	23.31635925
970	23.31165582
971	23.30223184
972	23.29437733
973	23.26748964
974	23.24085693
975	23.21632931
976	23.19151417
977	23.16706762
978	23.16312754
979	23.13013418
980	23.07585021
981	23.07072474
982	23.06654513
983	23.04305285
984	22.99475426
985	22.98777225
986	22.98038169
987	22.94127874
988	22.91942102
989	22.89626112
990	22.84706031
991	22.80056517
992	22.77584411
993	22.76900143
994	22.76164872
995	22.74024389
996	22.71466803
997	22.65368089
998	22.60587067
999	22.59853753
1000	22.58493763
1001	22.56409714
1002	22.52748255
1003	22.46032186
1004	22.41393567
1005	22.39613796
1006	22.38914733
1007	22.33609248
1008	22.32925415
1009	22.32521322
1010	22.32120463
1011	22.27828106
1012	22.25771605
1013	22.20810936
1014	22.20182515
1015	22.19472773
1016	22.19081185
1017	22.16780896
1018	22.14122622
1019	22.11877096
1020	22.09764388
1021	22.07376556
1022	22.03996095
1023	21.95634503
1024	21.94931609
1025	21.94261271
1026	21.9386992
1027	21.93484821
1028	21.92821802
1029	21.90034815
1030	21.86752276
1031	21.86100508
1032	21.84122751
1033	21.83180866
1034	21.82543282
1035	21.79890446
1036	21.7952988
1037	21.71376778
1038	21.70738842
1039	21.67328608
1040	21.65143048
1041	21.61056668
1042	21.60375091
1043	21.58454841
1044	21.5782839
1045	21.55874741
1046	21.55257474
1047	21.54892458
1048	21.51492136
1049	21.51129209
1050	21.43202651
1051	21.42588498
1052	21.42011028
1053	21.41432618
1054	21.41088952
1055	21.40551276
1056	21.3868923
1057	21.38348947
1058	21.36469158
1059	21.28698964
1060	21.2805712
1061	21.27450284
1062	21.24137108
1063	21.21310226
1064	21.21021673
1065	21.20391086
1066	21.19873428
1067	21.19412058
1068	21.17440684
1069	21.14815773
1070	21.14252508
1071	21.13730067
1072	21.13204526
1073	21.1269842
1074	21.12240869
1075	21.11683824
1076	21.11238742
1077	21.10322775
1078	21.09743052
1079	21.09169441
1080	21.08655614
1081	21.08092408
1082	21.07558692
1083	21.05660858
1084	21.0532863
1085	21.04776432
1086	20.99237438
1087	20.98690437
1088	20.9644127
1089	20.93210929
1090	20.92268161
1091	20.9126559
1092	20.90943796
1093	20.90400926
1094	20.89916641
1095	20.89393905
1096	20.83735908
1097	20.82748535
1098	20.81634309
1099	20.79595561
1100	20.77445573
1101	20.71746383
1102	20.71425367
1103	20.64217154
1104	20.59899959
1105	20.58130707
1106	20.57220311
1107	20.5514958
1108	20.54830839
1109	20.53784138
1110	20.53255201
1111	20.46255943
1112	20.4523076
1113	20.43372781
1114	20.39392487
1115	20.39089515
1116	20.38777931
1117	20.34621606
1118	20.32338583
1119	20.29322713
1120	20.2890212
1121	20.28603688
1122	20.26835861
1123	20.25339448
1124	20.24887392
1125	20.24579983
1126	20.24266392
1127	20.21005031
1128	20.18903013
1129	20.17203843
1130	20.16819739
1131	20.15350487
1132	20.15049803
1133	20.13391537
1134	20.13092759
1135	20.06434712
1136	20.03093937
1137	19.99750849
1138	19.97964581
1139	19.95422556
1140	19.95132427
1141	19.92451967
1142	19.90427593
1143	19.90149333
1144	19.88440358
1145	19.87923748
1146	19.8534155
1147	19.80577772
1148	19.76668178
1149	19.72803935
1150	19.7229613
1151	19.70413611
1152	19.70129294
1153	19.68585609
1154	19.66327606
1155	19.65851434
1156	19.65316171
1157	19.64796567
1158	19.61045903
1159	19.58824341
1160	19.58343436
1161	19.54352678
1162	19.54078506
1163	19.53618013
1164	19.49331425
1165	19.45656753
1166	19.41693043
1167	19.39321272
1168	19.35430915
1169	19.31323134
1170	19.31050301
1171	19.30532682
1172	19.28089485
1173	19.22028137
1174	19.18339556
1175	19.16434003
1176	19.15943748
1177	19.13279637
1178	19.09744422
1179	19.09370365
1180	19.08862958
1181	19.07144363
1182	19.02117547
1183	19.01486961
1184	18.97609587
1185	18.97351574
1186	18.96131471
1187	18.95634391
1188	18.93959921
1189	18.91083264
1190	18.89317755
1191	18.87309117
1192	18.86961955
1193	18.86322808
1194	18.85687969
1195	18.83917613
1196	18.83105871
1197	18.80964016
1198	18.80742371
1199	18.75575439
1200	18.74514171
1201	18.68910516
1202	18.68553337
1203	18.68068479
1204	18.67635616
1205	18.66032217
1206	18.64491787
1207	18.63727721
1208	18.62169948
1209	18.59898941
1210	18.59348359
1211	18.58879418
1212	18.58420626
1213	18.57444314
1214	18.56982735
1215	18.54185568
1216	18.51298822
1217	18.50811062
1218	18.47064252
1219	18.46813521
1220	18.46397304
1221	18.4575259
1222	18.4355052
1223	18.40239761
1224	18.39528638
1225	18.38142732
1226	18.34882649
1227	18.34217196
1228	18.31487837
1229	18.28288622
1230	18.25885243
1231	18.23729657
1232	18.19952775
1233	18.17311469
1234	18.17071541
1235	18.16231975
1236	18.13703328
1237	18.10743788
1238	18.10112822
1239	18.08271616
1240	18.06581822
1241	18.06346311
1242	18.04951372
1243	18.02438624
1244	18.01482997
1245	18.01263462
1246	17.98540029
1247	17.97616713
1248	17.95200087
1249	17.93418848
1250	17.9175477
1251	17.90694659
1252	17.87573131
1253	17.87151858
1254	17.84227033
1255	17.82965692
1256	17.82604894
1257	17.82217153
1258	17.81789908
1259	17.79370545
1260	17.78945986
1261	17.75914105
1262	17.75373797
1263	17.72417229
1264	17.72228616
1265	17.69607126
1266	17.66819817
1267	17.66594394
1268	17.65238696
1269	17.64861548
1270	17.6449587
1271	17.6194579
1272	17.59451385
1273	17.58065547
1274	17.57682148
1275	17.56924472
1276	17.56633428
1277	17.56273949
1278	17.54913872
1279	17.54501503
1280	17.53956331
1281	17.5284921
1282	17.52151095
1283	17.51782912
1284	17.51206067
1285	17.50848901
1286	17.48120456
1287	17.47582075
1288	17.46983734
1289	17.43397513
1290	17.40964391
1291	17.38557884
1292	17.35401949
1293	17.35195056
1294	17.33065911
1295	17.32858949
1296	17.30493961
1297	17.30120828
1298	17.29786248
1299	17.2705333
1300	17.26695364
1301	17.24282859
1302	17.22791238
1303	17.20141171
1304	17.19965575
1305	17.1792813
1306	17.1754062
1307	17.17178158
1308	17.1567134
1309	17.15328032
1310	17.14250008
1311	17.1406792
1312	17.11770775
1313	17.08350238
1314	17.05574085
1315	17.05392856
1316	17.0520873
1317	17.02850528
1318	17.02467786
1319	17.01926511
1320	16.99896577
1321	16.995564
1322	16.96978806
1323	16.96786724
1324	16.96254789
1325	16.95878692
1326	16.94651842
1327	16.92402901
1328	16.89600937
1329	16.89424551
1330	16.89143314
1331	16.88766789
1332	16.86507439
1333	16.83347962
1334	16.82800942
1335	16.82620495
1336	16.82237161
1337	16.8197308
1338	16.81804228
1339	16.81460837
1340	16.8114212
1341	16.8062949
1342	16.7800806
1343	16.75824332
1344	16.73374525
1345	16.73034237
1346	16.70462007
1347	16.68509123
1348	16.66326689
1349	16.65807485
1350	16.6329113
1351	16.60735833
1352	16.5827164
1353	16.57095874
1354	16.55318299
1355	16.54808129
1356	16.54016839
1357	16.51928526
1358	16.51724975
1359	16.50860409
1360	16.49918501
1361	16.48179645
1362	16.46003225
1363	16.43911609
1364	16.42040972
1365	16.3951918
1366	16.38999622
1367	16.37783297
1368	16.37308277
1369	16.36375127
1370	16.36033768
1371	16.33610444
1372	16.30702264
1373	16.28949519
1374	16.28695056
1375	16.27034786
1376	16.2621292
1377	16.2590086
1378	16.25416605
1379	16.23699967
1380	16.22642317
1381	16.21116832
1382	16.20318145
1383	16.18217075
1384	16.18086111
1385	16.17605789
1386	16.17440502
1387	16.15377227
1388	16.14459099
1389	16.12864799
1390	16.10522588
1391	16.10156992
1392	16.08208658
1393	16.06203788
1394	16.04311741
1395	16.03051214
1396	16.00464326
1397	16.00123834
1398	15.98447283
1399	15.96487466
1400	15.95418961
1401	15.94634885
1402	15.94281724
1403	15.92754631
1404	15.90577923
1405	15.89767165
1406	15.87819139
1407	15.87221647
1408	15.86827724
1409	15.85206159
1410	15.84994141
1411	15.83309739
1412	15.81438182
1413	15.81244624
1414	15.8091686
1415	15.80651917
1416	15.78776776
1417	15.78458436
1418	15.76473726
1419	15.74703799
1420	15.7256719
1421	15.71789023
1422	15.71430454
1423	15.71103145
1424	15.695863
1425	15.67749839
1426	15.66081854
1427	15.65001639
1428	15.6438017
1429	15.64075796
1430	15.63774552
1431	15.61495952
1432	15.59104133
1433	15.57453623
1434	15.57289231
1435	15.57132186
1436	15.55391639
1437	15.52923043
1438	15.52368336
1439	15.50970925
1440	15.49596237
1441	15.49247663
1442	15.48865051
1443	15.46830271
1444	15.45309987
1445	15.43598614
1446	15.41968176
1447	15.41455064
1448	15.40934358
1449	15.40629597
1450	15.40288421
1451	15.38829342
1452	15.3730116
1453	15.35827081
1454	15.35353532
1455	15.33949668
1456	15.33793128
1457	15.3201971
1458	15.31882471
1459	15.30494817
1460	15.29657645
1461	15.29512976
1462	15.29008627
1463	15.28667316
1464	15.28317826
1465	15.27036387
1466	15.2663926
1467	15.23066359
1468	15.22403672
1469	15.2208403
1470	15.20236034
1471	15.18903499
1472	15.16650957
1473	15.16377035
1474	15.14482904
1475	15.12755045
1476	15.12414827
1477	15.10689704
1478	15.09361179
1479	15.08655962
1480	15.08301144
1481	15.07598182
1482	15.07443115
1483	15.06961857
1484	15.0650331
1485	15.06329585
1486	15.06175752
1487	15.05314173
1488	15.0360942
1489	15.02902131
1490	15.02250729
1491	15.00656337
1492	14.98483878
1493	14.98230723
1494	14.96285757
1495	14.95940229
1496	14.94652994
1497	14.92519878
1498	14.92243812
1499	14.89479587
